album,song,lyrics
Midnights,Karma,You're terrified to look down
Midnights,Karma,"'Cause if you dare, you'll see the glare"
Midnights,Karma,Of everyone you burned just to get there
Midnights,Karma,It's coming back around
Midnights,Karma,And I keep my side of the street clean
Midnights,Karma,You wouldn't know what I mean
Midnights,Karma,'Cause karma is my boyfriend
Midnights,Karma,Karma is a god
Midnights,Karma,Karma is the breeze in my hair on the weekend
Midnights,Karma,Karma's a relaxing thought
Midnights,Karma,Aren't you envious that for you it's not?
Midnights,Karma,"Sweet like honey, karma is a cat"
Midnights,Karma,Purring in my lap 'cause it loves me
Midnights,Karma,Flexing like a goddamn acrobat
Midnights,Karma,Me and karma vibe like that
Midnights,Karma,"Spiderboy, king of thieves"
Midnights,Karma,Weave your little webs of opacity
Midnights,Karma,My pennies made your crown
Midnights,Karma,"Trick me once, trick me twice"
Midnights,Karma,Don't you know that cash ain't the only price?
Midnights,Karma,It's coming back around
Midnights,Karma,And I keep my side of the street clean
Midnights,Karma,You wouldn't know what I mean
Midnights,Karma,'Cause karma is my boyfriend
Midnights,Karma,Karma is a god
Midnights,Karma,Karma is the breeze in my hair on the weekend
Midnights,Karma,Karma's a relaxing thought
Midnights,Karma,Aren't you envious that for you it's not?
Midnights,Karma,"Sweet like honey, karma is a cat"
Midnights,Karma,Purring in my lap 'cause it loves me
Midnights,Karma,Flexing like a goddamn acrobat
Midnights,Karma,Me and karma vibe like that
Midnights,Karma,Ask me what I learned from all those years
Midnights,Karma,Ask me what I earned from all those tears
Midnights,Karma,"Ask me why so many fade, but I'm still here"
Midnights,Karma,"(I'm still here, I'm still here)"
Midnights,Karma,'Cause karma is the thunder
Midnights,Karma,Rattling your ground
Midnights,Karma,Karma's on your scent like a bounty hunter
Midnights,Karma,Karma's gonna track you down
Midnights,Karma,"Step by step, from town to town"
Midnights,Karma,"Sweet like justice, karma is a queen"
Midnights,Karma,Karma takes all my friends to the summit
Midnights,Karma,Karma is the guy on the screen
Midnights,Karma,Coming straight home to me
Midnights,Karma,'Cause karma is my boyfriend (Karma is my boyfriend)
Midnights,Karma,Karma is a god
Midnights,Karma,Karma is the breeze in my hair on the weekend (Weekend)
Midnights,Karma,Karma's a relaxing thought
Midnights,Karma,Aren't you envious that for you it's not?
Midnights,Karma,"Sweet like honey, karma is a cat"
Midnights,Karma,Purring in my lap 'cause it loves me
Midnights,Karma,Flexing like a goddamn acrobat
Midnights,Karma,Me and karma vibe like that
Midnights,Karma,Karma is my boyfriend
Midnights,Karma,Karma is a god (Ah)
Midnights,Karma,"Uh-huh, mm"
Midnights,Karma,Karma's a relaxing thought
Midnights,Labyrinth,"""It only hurts this much right now"""
Midnights,Labyrinth,Was what I was thinkin' the whole time
Midnights,Labyrinth,"Breathe in, breathe through, breathe deep, breathe out"
Midnights,Labyrinth,I'll be gettin' over you my whole life
Midnights,Labyrinth,You know how scared I am of elevators
Midnights,Labyrinth,Never trust it if it rises fast
Midnights,Labyrinth,It can't last
Midnights,Labyrinth,"Uh-oh, I'm fallin' in love"
Midnights,Labyrinth,"Oh no, I'm fallin' in love again"
Midnights,Labyrinth,"Oh, I'm fallin' in love"
Midnights,Labyrinth,I thought the plane was goin' down
Midnights,Labyrinth,How'd you turn it right around?
Midnights,Labyrinth,It only feels this raw right now
Midnights,Labyrinth,Lost in the labyrinth of my mind
Midnights,Labyrinth,"Break up, break free, break through, break down"
Midnights,Labyrinth,You would break your back to make me break a smile
Midnights,Labyrinth,You know how much I hate
Midnights,Labyrinth,That everybody just expects me to bounce back
Midnights,Labyrinth,Just like that
Midnights,Labyrinth,"Uh-oh, I'm fallin' in love"
Midnights,Labyrinth,"Oh no, I'm fallin' in love again"
Midnights,Labyrinth,"Oh, I'm fallin' in love"
Midnights,Labyrinth,I thought the plane was goin' down
Midnights,Labyrinth,How'd you turn it right around?
Midnights,Labyrinth,"Uh-oh, I'm fallin' in love"
Midnights,Labyrinth,"Oh no, I'm fallin' in love again"
Midnights,Labyrinth,"Oh, I'm fallin' in love"
Midnights,Labyrinth,I thought the plane was goin' down
Midnights,Labyrinth,How'd you turn it right around?
Midnights,Labyrinth,"Uh-oh, I'm fallin' in love"
Midnights,Labyrinth,"Oh no, I'm fallin' in love again"
Midnights,Labyrinth,"Oh, I'm fallin' in love"
Midnights,Labyrinth,I thought the plane was goin' down
Midnights,Labyrinth,How'd you turn it right around?
Midnights,Labyrinth,"Uh-oh, I'm fallin' in love"
Midnights,Labyrinth,"Oh no, I'm fallin' in love again"
Midnights,Labyrinth,"Oh, I'm fallin' in love"
Midnights,Labyrinth,I thought the plane was goin' down
Midnights,Labyrinth,How'd you turn it right around?
Midnights,Lavender Haze,Meet me at midnight
Midnights,Lavender Haze,Staring at the ceiling with you
Midnights,Lavender Haze,"Oh, you don't ever say too much"
Midnights,Lavender Haze,And you don't really read into
Midnights,Lavender Haze,My melancholia
Midnights,Lavender Haze,"I been under scrutiny (Yeah, oh, yeah)"
Midnights,Lavender Haze,"You handle it beautifully (Yeah, oh, yeah)"
Midnights,Lavender Haze,"All this shit is new to me (Yeah, oh, yeah)"
Midnights,Lavender Haze,I feel
Midnights,Lavender Haze,The lavender haze creeping up on me
Midnights,Lavender Haze,Surreal
Midnights,Lavender Haze,I'm damned if I do give a damn what people say
Midnights,Lavender Haze,No deal
Midnights,Lavender Haze,The 1950s shit they want from me
Midnights,Lavender Haze,I just wanna stay in that lavender haze
Midnights,Lavender Haze,All they keep asking me (All they keep asking me)
Midnights,Lavender Haze,Is if I'm gonna be your bride
Midnights,Lavender Haze,The only kinda girl they see (Only kinda girl they see)
Midnights,Lavender Haze,Is a one-night or a wife
Midnights,Lavender Haze,"I find it dizzying (Yeah, oh, yeah)"
Midnights,Lavender Haze,"They're bringing up my history (Yeah, oh, yeah)"
Midnights,Lavender Haze,"But you weren't even listening (Yeah, oh, yeah)"
Midnights,Lavender Haze,I feel
Midnights,Lavender Haze,The lavender haze creepin' up on me
Midnights,Lavender Haze,Surreal
Midnights,Lavender Haze,I'm damned if I do give a damn what people say
Midnights,Lavender Haze,No deal
Midnights,Lavender Haze,The 1950s shit they want from me
Midnights,Lavender Haze,I just wanna stay in that lavender haze
Midnights,Lavender Haze,That lavender haze
Midnights,Lavender Haze,Talk your talk and go viral
Midnights,Lavender Haze,I just need this love spiral
Midnights,Lavender Haze,Get it off your chest
Midnights,Lavender Haze,Get it off my desk (Get it off my desk)
Midnights,Lavender Haze,Talk your talk and go viral
Midnights,Lavender Haze,I just need this love spiral
Midnights,Lavender Haze,Get it off your chest
Midnights,Lavender Haze,Get it off my desk
Midnights,Lavender Haze,I feel (I feel)
Midnights,Lavender Haze,The lavender haze creeping up on me
Midnights,Lavender Haze,Surreal
Midnights,Lavender Haze,I'm damned if I do give a damn what people say
Midnights,Lavender Haze,No deal (No deal)
Midnights,Lavender Haze,The 1950s shit they want from me
Midnights,Lavender Haze,I just wanna stay in that lavender haze
Midnights,Lavender Haze,Get it off your chest
Midnights,Lavender Haze,Get it off my desk
Midnights,Lavender Haze,That lavender haze
Midnights,Lavender Haze,I just wanna stay
Midnights,Lavender Haze,I just wanna stay in that lavender haze
Midnights,Maroon,When the morning came
Midnights,Maroon,We were cleaning incense off your vinyl shelf
Midnights,Maroon,'Cause we lost track of time again
Midnights,Maroon,Laughing with my feet in your lap
Midnights,Maroon,Like you were my closest friend
Midnights,Maroon,"""How'd we end up???on???the???floor, anyway?"" you???say"
Midnights,Maroon,"""Your roommate's cheap-ass???screw-top ros??, that's how"""
Midnights,Maroon,I see you every day now
Midnights,Maroon,And I chose you
Midnights,Maroon,The one I was dancing with
Midnights,Maroon,"In New York, no shoes"
Midnights,Maroon,Looked up at the sky and it was
Midnights,Maroon,The burgundy on my t-shirt
Midnights,Maroon,When you splashed your wine into me
Midnights,Maroon,And how the blood rushed into my cheeks
Midnights,Maroon,"So scarlet, it was"
Midnights,Maroon,The mark th??y saw on my collarbone
Midnights,Maroon,The rust that grew b??tween telephones
Midnights,Maroon,The lips I used to call home
Midnights,Maroon,"So scarlet, it was maroon"
Midnights,Maroon,When the silence came
Midnights,Maroon,"We were shaking, blind and hazy"
Midnights,Maroon,How the hell did we lose sight of us again?
Midnights,Maroon,Sobbing with your head in your hands
Midnights,Maroon,Ain't that the way shit always ends?
Midnights,Maroon,You were standing hollow-eyed in the hallway
Midnights,Maroon,"Carnations you had thought were roses, that's us"
Midnights,Maroon,"I feel you, no matter what"
Midnights,Maroon,The rubies that I gave up
Midnights,Maroon,And I lost you
Midnights,Maroon,The one I was dancing with
Midnights,Maroon,"In New York, no shoes"
Midnights,Maroon,Looked up at the sky and it was (Maroon)
Midnights,Maroon,The burgundy on my t-shirt
Midnights,Maroon,When you splashed your wine into me
Midnights,Maroon,And how the blood rushed into my cheeks
Midnights,Maroon,"So scarlet, it was (Maroon)"
Midnights,Maroon,The mark they saw on my collarbone
Midnights,Maroon,The rust that grew between telephones
Midnights,Maroon,The lips I used to call home
Midnights,Maroon,"So scarlet, it was maroon"
Midnights,Maroon,And I wake with your memory over me
Midnights,Maroon,"That's a real fucking legacy, legacy (It was maroon)"
Midnights,Maroon,And I wake with your memory over me
Midnights,Maroon,That's a real fucking legacy to leave
Midnights,Maroon,The burgundy on my t-shirt
Midnights,Maroon,When you splashed your wine into me
Midnights,Maroon,And how the blood rushed into my cheeks
Midnights,Maroon,"So scarlet, it was maroon"
Midnights,Maroon,The mark they saw on my collarbone
Midnights,Maroon,The rust that grew between telephones
Midnights,Maroon,The lips I used to call home
Midnights,Maroon,"So scarlet, it was maroon"
Midnights,Maroon,It was maroon
Midnights,Maroon,It was maroon
Midnights,Mastermind,"Once upon a time, the planets and the fates"
Midnights,Mastermind,And all the stars aligned
Midnights,Mastermind,You and I ended up in the same room
Midnights,Mastermind,At the same time
Midnights,Mastermind,And the touch of a hand lit the fuse
Midnights,Mastermind,Of a chain reaction of countermoves
Midnights,Mastermind,To assess the equation of you
Midnights,Mastermind,"Checkmate, I couldn't lose"
Midnights,Mastermind,What if I told you none of it was accidental?
Midnights,Mastermind,And the first night that you saw me
Midnights,Mastermind,Nothing was gonna stop me
Midnights,Mastermind,"I laid the groundwork, and then"
Midnights,Mastermind,Just like clockwork
Midnights,Mastermind,The dominoes cascaded in a line
Midnights,Mastermind,What if I told you I'm a mastermind?
Midnights,Mastermind,And now you're mine
Midnights,Mastermind,It was all by d??sign
Midnights,Mastermind,'Cause I'm a mastermind
Midnights,Mastermind,"You see, all the wis??st women"
Midnights,Mastermind,Had to do it this way
Midnights,Mastermind,'Cause we were born to be the pawn
Midnights,Mastermind,In every lover's game
Midnights,Mastermind,"If you fail to plan, you plan to fail"
Midnights,Mastermind,Strategy sets the scene for the tale
Midnights,Mastermind,I'm the wind in our free-flowing sails
Midnights,Mastermind,And the liquor in our cocktails
Midnights,Mastermind,What if I told you none of it was accidental?
Midnights,Mastermind,And the first night that you saw me
Midnights,Mastermind,I knew I wanted your body
Midnights,Mastermind,"I laid the groundwork, and then"
Midnights,Mastermind,Just like clockwork
Midnights,Mastermind,The dominoes cascaded in a line
Midnights,Mastermind,What if I told you I'm a mastermind?
Midnights,Mastermind,And now you're mine
Midnights,Mastermind,It was all my design
Midnights,Mastermind,'Cause I'm a mastermind
Midnights,Mastermind,No one wanted to play with me as a little kid
Midnights,Mastermind,So I've been scheming like a criminal ever since
Midnights,Mastermind,To make them love me and make it seem effortless
Midnights,Mastermind,This is the first time I've felt the need to confess
Midnights,Mastermind,And I swear
Midnights,Mastermind,I'm only cryptic and Machiavellian
Midnights,Mastermind,'Cause I care
Midnights,Mastermind,So I told you none of it was accidental
Midnights,Mastermind,And the first night that you saw me
Midnights,Mastermind,Nothing was gonna stop me
Midnights,Mastermind,"I laid the groundwork, and then"
Midnights,Mastermind,Saw a wide smirk on your face
Midnights,Mastermind,You knew the entire time
Midnights,Mastermind,You knew that I'm a mastermind
Midnights,Mastermind,And now you're mine
Midnights,Mastermind,"Yeah, all you did was smile"
Midnights,Mastermind,'Cause I'm a mastermind
Midnights,Midnight Rain,Rain
Midnights,Midnight Rain,"He wanted it comfortable, I wanted that pain"
Midnights,Midnight Rain,"He wanted a bride, I was making my own name"
Midnights,Midnight Rain,"Chasing that fame, he stayed the same"
Midnights,Midnight Rain,All of me changed like midnight
Midnights,Midnight Rain,My town was a wasteland
Midnights,Midnight Rain,"Full of cages, full of fences"
Midnights,Midnight Rain,Pageant queens and big pretenders
Midnights,Midnight Rain,"But for some, it was paradise"
Midnights,Midnight Rain,My boy was a montage
Midnights,Midnight Rain,"A slow-motion, love potion"
Midnights,Midnight Rain,Jumping off things in the ocean
Midnights,Midnight Rain,I broke his heart 'cause he was nice
Midnights,Midnight Rain,"He was sunshine, I was midnight rain"
Midnights,Midnight Rain,"He wanted it comfortable, I wanted that pain"
Midnights,Midnight Rain,"He wanted a bride, I was making my own name"
Midnights,Midnight Rain,"Chasing that fame, he stayed the same"
Midnights,Midnight Rain,All of me changed like midnight
Midnights,Midnight Rain,It came like a postcard
Midnights,Midnight Rain,Picture perfect shiny family
Midnights,Midnight Rain,Holiday peppermint candy
Midnights,Midnight Rain,"But for him, it's every day"
Midnights,Midnight Rain,So I peered through a window
Midnights,Midnight Rain,"A deep portal, time travel"
Midnights,Midnight Rain,All the love we unravel
Midnights,Midnight Rain,And the life I gave away
Midnights,Midnight Rain,"'Cause he was sunshine, I was midnight rain"
Midnights,Midnight Rain,"He wanted it comfortable, I wanted that pain"
Midnights,Midnight Rain,"He wanted a bride, I was making my own name"
Midnights,Midnight Rain,"Chasing that fame, he stayed the same"
Midnights,Midnight Rain,All of me changed like midnight rain
Midnights,Midnight Rain,"He wanted it comfortable, I wanted that pain"
Midnights,Midnight Rain,"He wanted a bride, I was making my own name"
Midnights,Midnight Rain,"Chasing that fame, he stayed the same"
Midnights,Midnight Rain,All of me changed like midnight
Midnights,Midnight Rain,I guess sometimes we all get
Midnights,Midnight Rain,"Just what we wanted, just what we wanted"
Midnights,Midnight Rain,And he never thinks of me
Midnights,Midnight Rain,Except for when I'm on TV
Midnights,Midnight Rain,I guess sometimes we all get
Midnights,Midnight Rain,"Some kind of haunted, some kind of haunted"
Midnights,Midnight Rain,And I never think of him
Midnights,Midnight Rain,Except on midnights like this
Midnights,Midnight Rain,"(Midnights like this, midnights like this)"
Midnights,Paris,"""Your ex-friend's sister"
Midnights,Paris,Met someone at a club and he kissed her
Midnights,Paris,"Turns out, it was that guy you hooked up with ages ago"
Midnights,Paris,Some wannabe Z-lister
Midnights,Paris,And all the outfits were terrible
Midnights,Paris,2003 unbearable
Midnights,Paris,"Did you see the photos?"""
Midnights,Paris,"No, I didn't, but thanks, though"
Midnights,Paris,I'm so in love that I might stop breathing
Midnights,Paris,Drew a map on your bedroom ceiling
Midnights,Paris,"No, I didn't see the news"
Midnights,Paris,'Cause we were somewhere else
Midnights,Paris,Stumbled down pretend alleyways
Midnights,Paris,"Cheap wine, make believe it's champagne"
Midnights,Paris,I was taken by the view
Midnights,Paris,Like we were in Paris
Midnights,Paris,Like we were somewhere else
Midnights,Paris,"Like we were in Paris, oh"
Midnights,Paris,We were somewhere else
Midnights,Paris,Privacy sign on the door
Midnights,Paris,And on my page and on the whole world
Midnights,Paris,Romance is not dead if you keep it just yours
Midnights,Paris,Levitate above all the messes made
Midnights,Paris,Sit quiet by my side in the shade
Midnights,Paris,And not the kind that's thrown
Midnights,Paris,"I mean, the kind under where a tree has grown"
Midnights,Paris,I'm so in love that I might stop breathing
Midnights,Paris,Drew a map on your bedroom ceiling
Midnights,Paris,"No, I didn't see the news"
Midnights,Paris,'Cause we were somewhere else
Midnights,Paris,Stumbled down pretend alleyways
Midnights,Paris,"Cheap wine, make believe it's champagne"
Midnights,Paris,I was taken by the view
Midnights,Paris,"Like we were in Paris, oh"
Midnights,Paris,Like we were somewhere else
Midnights,Paris,"Like we were in Paris, oh"
Midnights,Paris,We were somewhere else
Midnights,Paris,I wanna brainwash you
Midnights,Paris,Into loving me forever
Midnights,Paris,I wanna transport you
Midnights,Paris,To somewhere the culture's clever
Midnights,Paris,Confess my truth
Midnights,Paris,"In swooping, sloping, cursive letters"
Midnights,Paris,Let the only flashing lights be the tower at midnight
Midnights,Paris,In my mind
Midnights,Paris,We drew a map on your bedroom ceiling
Midnights,Paris,"No, I didn't see the news"
Midnights,Paris,'Cause we were somewhere else
Midnights,Paris,"In an alleyway, drinking champagne"
Midnights,Paris,'Cause we were in Paris
Midnights,Paris,"Yes, we were somewhere else"
Midnights,Paris,"My love, we were in Paris"
Midnights,Paris,"Yes, we were somewhere else"
Midnights,Question...?,I remember
Midnights,Question...?,"Good girl, sad boy"
Midnights,Question...?,"Big city, wrong choices"
Midnights,Question...?,We had one thing goin' on
Midnights,Question...?,I swear that??€?it??€?was somethin'
Midnights,Question...?,'Cause I??€?don't remember who I was
Midnights,Question...?,Before you??€?painted all my nights
Midnights,Question...?,A color I've searched for since
Midnights,Question...?,But one thing after another
Midnights,Question...?,"Fuckin' situations, circumstances"
Midnights,Question...?,"Miscommunications, and I"
Midnights,Question...?,"Have to say, by the way"
Midnights,Question...?,I just may like some explanations
Midnights,Question...?,Can I ask you a question?
Midnights,Question...?,Did you ever have someone kiss you in a crowded room
Midnights,Question...?,And every single one of your friends was makin' fun of you
Midnights,Question...?,"But fifteen seconds later, th??y were clappin' too?"
Midnights,Question...?,Then what did you do?
Midnights,Question...?,Did you l??ave her house in the middle of the night? Oh
Midnights,Question...?,"Did you wish you'd put up more of a fight, oh"
Midnights,Question...?,When she said it was too much?
Midnights,Question...?,Do you wish you could still touch her?
Midnights,Question...?,It's just a question
Midnights,Question...?,"Half-moon eyes, bad surprise"
Midnights,Question...?,Did you realize out of time?
Midnights,Question...?,She was on your mind with some dickhead guy
Midnights,Question...?,That you saw that night
Midnights,Question...?,But you were on somethin'
Midnights,Question...?,It was one drink after another
Midnights,Question...?,Fuckin' politics and gender roles
Midnights,Question...?,And you're not sure and I don't know
Midnights,Question...?,Got swept away in the gray
Midnights,Question...?,I just may like to have a conversation
Midnights,Question...?,Can I ask you a question?
Midnights,Question...?,Did you ever have someone kiss you in a crowded room
Midnights,Question...?,And every single one of your friends was makin' fun of you
Midnights,Question...?,"But fifteen seconds later, they were clappin' too?"
Midnights,Question...?,Then what did you do?
Midnights,Question...?,Did you leave her house in the middle of the night? Oh
Midnights,Question...?,"Did you wish you'd put up more of a fight, oh"
Midnights,Question...?,When she said it was too much?
Midnights,Question...?,Do you wish you could still touch her?
Midnights,Question...?,It's just a question
Midnights,Question...?,Does it feel like everything's just like
Midnights,Question...?,Second best after that meteor strike?
Midnights,Question...?,And what's that that I heard? That you're still with her?
Midnights,Question...?,"That's nice, I'm sure that's what's suitable"
Midnights,Question...?,"And right, but tonight"
Midnights,Question...?,Can I ask you a question? (Can I ask you a question?)
Midnights,Question...?,Did you ever have someone kiss you in a crowded room (In a crowded room)
Midnights,Question...?,And every single one of your friends was makin' fun of you (Makin' fun of you)
Midnights,Question...?,"But fifteen seconds later, they were clappin' too?"
Midnights,Question...?,Then what did you do? (Do)
Midnights,Question...?,Did you leave her house in the middle of the night? Oh
Midnights,Question...?,"Did you wish you'd put up more of a fight, oh (More of a fight)"
Midnights,Question...?,When she said it was too much?
Midnights,Question...?,Do you wish you could still touch her?
Midnights,Question...?,It's just a question
Midnights,Sweet Nothing,I spy with my little tired eye
Midnights,Sweet Nothing,Tiny as a firefly
Midnights,Sweet Nothing,A pebble that we picked up last July
Midnights,Sweet Nothing,Down deep inside your pocket
Midnights,Sweet Nothing,We almost forgot it
Midnights,Sweet Nothing,Does it ever miss Wicklow sometimes?
Midnights,Sweet Nothing,"Ooh, ooh"
Midnights,Sweet Nothing,They said the end is comin'
Midnights,Sweet Nothing,Everyone??€?s up to somethin'
Midnights,Sweet Nothing,I find myself runnin' home to your sweet nothings
Midnights,Sweet Nothing,"Outside, they??€?re push and shovin'"
Midnights,Sweet Nothing,You're in the kitchen hummin'
Midnights,Sweet Nothing,All that you ever wanted from me was sweet nothin'
Midnights,Sweet Nothing,On the way home
Midnights,Sweet Nothing,I wrote a poem
Midnights,Sweet Nothing,"You say, ""What a mind"""
Midnights,Sweet Nothing,This happens all the time
Midnights,Sweet Nothing,"Ooh, ooh"
Midnights,Sweet Nothing,'Caus?? they said the end is comin'
Midnights,Sweet Nothing,Ev??ryone's up to somethin??€?
Midnights,Sweet Nothing,I find myself runnin'home to your sweet nothings
Midnights,Sweet Nothing,"Outside, they're push and shovin??€?"
Midnights,Sweet Nothing,You're in the kitchen hummin'
Midnights,Sweet Nothing,All that you ever wanted from me was nothin'
Midnights,Sweet Nothing,Industry disruptors and soul deconstructors
Midnights,Sweet Nothing,And smooth-talking hucksters out glad-handing each other
Midnights,Sweet Nothing,"And the voices that implore, ""You should be doing more"""
Midnights,Sweet Nothing,"To you, I can admit that I??€?m just too soft for all of it"
Midnights,Sweet Nothing,Ooh
Midnights,Sweet Nothing,They said the end is comin'
Midnights,Sweet Nothing,Everyone's up to somethin'
Midnights,Sweet Nothing,I find myself runnin' home to your sweet nothings
Midnights,Sweet Nothing,"Outside, they're push and shovin'"
Midnights,Sweet Nothing,You're in the kitchen hummin'
Midnights,Sweet Nothing,All that you ever wanted from me was sweet nothin'
Midnights,Sweet Nothing,They said the end is comin' (They said the end is comin')
Midnights,Sweet Nothing,Everyone's up to somethin' (Everyone's up to somethin')
Midnights,Sweet Nothing,I find myself runnin' home to your sweet nothings
Midnights,Sweet Nothing,"Outside, they're push and shovin' (Outside, they're push and shovin')"
Midnights,Sweet Nothing,You're in the kitchen hummin' (You're in the kitchen hummin')
Midnights,Sweet Nothing,All that you ever wanted from me was sweet nothin'
Midnights,The Great War,My knuckles were bruised like violets
Midnights,The Great War,"Sucker punching walls, cursed you as I sleep-talked"
Midnights,The Great War,Spineless in my tomb of silence
Midnights,The Great War,"Tore your banners down, took the battle underground"
Midnights,The Great War,And maybe it was egos swinging
Midnights,The Great War,Maybe it was her
Midnights,The Great War,Flashes of the battle come back to me in a blur
Midnights,The Great War,"All that bloodshed, crimson clover"
Midnights,The Great War,"Uh-huh, sweet dream was over"
Midnights,The Great War,My hand was the one you reached for
Midnights,The Great War,All throughout the Great War
Midnights,The Great War,Always remember
Midnights,The Great War,"Uh-huh, tears on the l??tter"
Midnights,The Great War,I vowed not to cry anymore
Midnights,The Great War,If w?? survived the Great War
Midnights,The Great War,You drew up some good faith treaties
Midnights,The Great War,"I drew curtains closed, drank my poison all alone"
Midnights,The Great War,You said I have to trust more freely
Midnights,The Great War,"But diesel is desire, you were playing with fire"
Midnights,The Great War,And maybe it's the past that's talking
Midnights,The Great War,Screaming from the crypt
Midnights,The Great War,Telling me to punish you for things you never did
Midnights,The Great War,So I justified it
Midnights,The Great War,"All that bloodshed, crimson clover"
Midnights,The Great War,"Uh-huh, the bombs were closer"
Midnights,The Great War,My hand was the one you reached for
Midnights,The Great War,All throughout the Great War
Midnights,The Great War,Always remember
Midnights,The Great War,"Uh-huh, the burning embers"
Midnights,The Great War,I vowed not to fight anymore
Midnights,The Great War,If we survived the Great War
Midnights,The Great War,"Uh-huh, uh-huh"
Midnights,The Great War,It turned into something bigger
Midnights,The Great War,"Somewhere in the haze, got a sense I'd been betrayed"
Midnights,The Great War,Your finger on my hairpin triggers
Midnights,The Great War,Soldier down on that icy ground
Midnights,The Great War,Looked up at me with honor and truth
Midnights,The Great War,"Broken and blue, so I called off the troops"
Midnights,The Great War,That was the night I nearly lost you
Midnights,The Great War,I really thought I'd lost you
Midnights,The Great War,We can plant a memory garden
Midnights,The Great War,"Say a solemn prayer, place a poppy in my hair"
Midnights,The Great War,"There's no morning glory, it was war, it wasn't fair"
Midnights,The Great War,And we will never go back
Midnights,The Great War,"To that bloodshed, crimson clover"
Midnights,The Great War,"Uh-huh, the worst was over"
Midnights,The Great War,My hand was the one you reached for
Midnights,The Great War,All throughout the Great War
Midnights,The Great War,Always remember
Midnights,The Great War,"Uh-huh, we're burned for better"
Midnights,The Great War,I vowed I would always be yours
Midnights,The Great War,'Cause we survived the Great War
Midnights,The Great War,"Uh-huh, uh-huh"
Midnights,The Great War,I will always be yours
Midnights,The Great War,'Cause we survived the Great War
Midnights,The Great War,Uh-huh
Midnights,The Great War,I vow I will always be yours
Midnights,Vigilante Shit,Draw the cat eye sharp enough to kill a man
Midnights,Vigilante Shit,"You did some bad things, but I'm the worst of them"
Midnights,Vigilante Shit,"Sometimes, I wonder which one'll be your last lie"
Midnights,Vigilante Shit,They say looks can kill and I might try
Midnights,Vigilante Shit,I don't dress for women
Midnights,Vigilante Shit,I don't dress for men
Midnights,Vigilante Shit,"Lately, I've been dressin' for revenge"
Midnights,Vigilante Shit,"I don't start shit, but I can tell you how it ends"
Midnights,Vigilante Shit,"Don't get sad, get even"
Midnights,Vigilante Shit,So on the weekends
Midnights,Vigilante Shit,I don't dress for friends
Midnights,Vigilante Shit,"Lately, I've been dressin' for revenge"
Midnights,Vigilante Shit,"She needed cold, hard proof, so I gave her some"
Midnights,Vigilante Shit,"She had the envelope, where you think she got it from?"
Midnights,Vigilante Shit,"Now she gets the house, gets the kids, gets the pride"
Midnights,Vigilante Shit,Picture me thick as thieves with your ex-wife
Midnights,Vigilante Shit,And she looks so pretty
Midnights,Vigilante Shit,Drivin' in your Benz
Midnights,Vigilante Shit,"Lately, she's been dressin' for revenge"
Midnights,Vigilante Shit,"She don't start shit, but she can tell you how it ends"
Midnights,Vigilante Shit,"Don't get sad, get even"
Midnights,Vigilante Shit,So on the weekends
Midnights,Vigilante Shit,She don't dress for friends
Midnights,Vigilante Shit,"Lately, she's been dressin' for revenge"
Midnights,Vigilante Shit,Ladies always rise above
Midnights,Vigilante Shit,Ladies know what people want
Midnights,Vigilante Shit,Someone sweet and kind and fun
Midnights,Vigilante Shit,The lady simply had enough
Midnights,Vigilante Shit,While he was doin' lines and crossin' all of mine
Midnights,Vigilante Shit,Someone told his white-collar crimes to the FBI
Midnights,Vigilante Shit,And I don't dress for villains
Midnights,Vigilante Shit,Or for innocents
Midnights,Vigilante Shit,I'm on my vigilante shit again
Midnights,Vigilante Shit,"I don't start shit, but I can tell you how it ends"
Midnights,Vigilante Shit,"Don't get sad, get even"
Midnights,Vigilante Shit,So on the weekends
Midnights,Vigilante Shit,I don't dress for friends
Midnights,Vigilante Shit,"Lately, I've been dressin' for revenge"
Fearless,Fearless (Taylor’s Version),There's something 'bout the way
Fearless,Fearless (Taylor’s Version),The street looks when it's just rained
Fearless,Fearless (Taylor’s Version),"There's a glow off the pavement, you walk me to the car"
Fearless,Fearless (Taylor’s Version),And you know I wanna ask you to dance right there
Fearless,Fearless (Taylor’s Version),"In the middle of the parking lot, yeah"
Fearless,Fearless (Taylor’s Version),"Oh, yeah"
Fearless,Fearless (Taylor’s Version),"We're driving down the road, I wonder if you know"
Fearless,Fearless (Taylor’s Version),I'm trying so hard not to get caught up now
Fearless,Fearless (Taylor’s Version),"But you're just so cool, run your hands through your hair"
Fearless,Fearless (Taylor’s Version),Absent-mindedly making me want you
Fearless,Fearless (Taylor’s Version),And I don't know how it gets better than this
Fearless,Fearless (Taylor’s Version),"You take my hand and drag me head first, fearless"
Fearless,Fearless (Taylor’s Version),And I don't know why but with you I'd dance
Fearless,Fearless (Taylor’s Version),"In a storm in my best dress, fеarless"
Fearless,Fearless (Taylor’s Version),"So, baby, drive slow 'til we run out of road in this onе-horse town"
Fearless,Fearless (Taylor’s Version),"I wanna stay right here, in this passenger's seat"
Fearless,Fearless (Taylor’s Version),You put your eyes on me
Fearless,Fearless (Taylor’s Version),"In this moment now, capture it, remember it"
Fearless,Fearless (Taylor’s Version),Cause I don't know how it gets better than this
Fearless,Fearless (Taylor’s Version),"You take my hand and drag me head first, fearless"
